"Category ID";"Active (0 = No, 1 = Yes)";"Name";"Parent Category ID";"Parent Category Name";"Description";"Rewritten URL";"Meta Title";"Meta Keywords";"Meta Description";"Position";"Image URL";"Creation Date";"Group Names (x,y,z...)";"Group Reductions (x,y,z...)"
"74";"0";"map paintings";"33";"Culture & History paintings";"Discover the Map Paintings Collection — a journey across art, imagination, and global beauty. Each piece in this collection captures the wonder of exploration and the stories hidden within continents, cities, and oceans. These artworks blend creativity with curiosity, offering a modern way to see the world through color, shape, and design. Perfect for those who love travel, culture, and artistic storytelling, our curated collection turns maps into meaningful expressions of connection and discovery.

Every artwork is thoughtfully chosen to evoke emotion — from the calm of soft earth tones to the excitement of vibrant, abstract worlds. You’ll find a variety of map-inspired themes that celebrate the diversity of places and the shared beauty of humanity’s footprints across the globe. This collection isn’t just about geography — it’s about feeling inspired by the idea of belonging everywhere.

Whether you’re exploring new art to buy online or searching for a curated art collection that speaks to your sense of adventure, our map paintings are made to resonate, inspire, and stay timeless.";"map";"map paintings & Art Collection| Right Art Uk";"";"Explore our curated Map Paintings Collection — artistic world maps that inspire adventure, connection, and creativity. Buy art that tells a story.";"";"";"";"Visitor,Customer,Guest";""
"75";"0";"Historical Events paintings";"33";"Culture & History paintings";"Step into history through art with our Historical Events Paintings Collection. Each piece in this curated selection captures defining moments that shaped civilizations — from epic battles and revolutions to moments of peace and discovery. These artworks invite you to experience the drama, courage, and emotion behind the world’s most powerful stories, all translated into stunning visual form.

Our collection is designed for art lovers who value storytelling and heritage. Every painting in this series brings the past to life with expressive detail and atmosphere, helping you connect emotionally with the people and events that changed the course of time. Whether you’re drawn to ancient empires, world-changing movements, or iconic leaders, this collection offers a meaningful way to explore history through art.

Thoughtfully curated for those seeking timeless and inspiring pieces, these artworks go beyond decoration—they are windows into humanity’s greatest moments. Discover and buy art that carries history, emotion, and legacy in every stroke.";"historical-events";"Historical Events paintings & Art Collection| Right Art Uk";"";"Explore our Historical Events Paintings Collection – curated art capturing powerful moments and emotions from history’s most defining events.";"";"";"";"Visitor,Customer,Guest";""
"76";"1";"War paintings";"33";"Culture & History paintings";"Step into a world where art meets history, emotion, and power. Our War Paintings Collection captures the raw intensity of conflict, courage, and humanity through stunning visual storytelling. Each artwork in this curated collection invites you to feel the atmosphere of battle — from the tension before the fight to the quiet aftermath that follows. These pieces reflect bravery, sacrifice, and the deep emotions that war evokes, making them more than just paintings — they’re windows into powerful moments frozen in time.

This collection brings together expressive and thought-provoking artworks carefully selected for art lovers who appreciate depth and drama. Whether you’re drawn to historic scenes, symbolic interpretations, or modern perspectives on struggle and heroism, you’ll find something that speaks to your soul. Perfect for those who value meaningful, curated art collections, these war-inspired pieces transform emotion into visual beauty and narrative power.";"war";"War paintings & Art Collection| Right Art Uk";"";"Explore our War Paintings Collection — powerful, curated art capturing courage, emotion, and the spirit of battle through stunning visual storytelling.";"";"";"";"Visitor,Customer,Guest";""
"77";"0";"Social Movements paintings";"33";"Culture & History paintings";"Step into the Social Movements Paintings collection — a powerful showcase of art that captures the heartbeat of change, unity, and resilience. Each piece in this curated art collection tells a story of voices rising together, moments that defined generations, and the emotions that fuel transformation. Here, you’ll find artworks inspired by themes of equality, freedom, justice, and human connection — all expressed through striking colors, bold compositions, and deeply moving imagery.

This collection is more than visual beauty; it’s a reflection of courage and hope. Every artwork has been thoughtfully selected to inspire thought, conversation, and empathy. Whether it’s the energy of protest, the strength of solidarity, or the quiet power of compassion, each creation in this gallery invites you to experience the human spirit in motion. Explore and find art that speaks not just to your eyes, but to your beliefs — art that celebrates the power of people and the stories that shape our world.";"social-movements";"Social Movements paintings & Art Collection| Right Art Uk";"";"Discover powerful Social Movements paintings—curated art celebrating unity, justice, and human resilience through inspiring visuals.";"";"";"";"Visitor,Customer,Guest";""
"78";"1";"Regional Culture paintings";"33";"Culture & History paintings";"Step into our Regional Culture Paintings collection — a vibrant showcase of artistry inspired by the traditions, people, and soul of diverse regions. Each artwork tells a story of heritage and everyday life, capturing the colors, emotions, and spirit that make every culture unique. From lively festival scenes to tranquil rural landscapes and expressive portraits, this collection celebrates the essence of local identity through beautifully curated visuals.

Here, you’ll discover pieces that connect the past with the present — reflections of community, pride, and belonging. Every painting is thoughtfully chosen to bring you closer to the heart of different cultures, offering a glimpse into their rhythm, values, and timeless charm. Whether you’re an art lover or collector, this curated art collection invites you to explore and buy art that speaks of authenticity, emotion, and cultural depth.";"regional-culture";"Regional Culture paintings & Art Collection| Right Art Uk";"";"Explore curated regional culture paintings that celebrate tradition, emotion, and heritage. Discover and buy art inspired by diverse cultures.";"";"";"";"Visitor,Customer,Guest";""
"79";"0";"Festival paintings";"33";"Culture & History paintings";"Step into a world of color, celebration, and joyful expression with our Festival Paintings Collection. This curated selection captures the beauty, rhythm, and emotion of festivals from around the world — from lively dances and musical gatherings to serene moments of togetherness and tradition. Each artwork in this collection is filled with energy and spirit, reflecting the vibrancy of cultural celebrations that connect people through art and emotion.

Explore paintings that radiate happiness, unity, and festive charm. Whether inspired by lights, music, or movement, these works bring a sense of wonder and warmth that instantly uplifts the soul. Our festival-themed art collection is thoughtfully chosen for those who love color, storytelling, and the feeling of shared joy that comes alive through artistic expression. Browse and buy from this curated art collection to find a piece that truly celebrates life.";"festival";"Festival paintings & Art Collection| Right Art Uk";"";"Celebrate color and culture with our Festival Paintings Collection—curated art that captures joy, unity, and the spirit of celebration.";"";"";"";"Visitor,Customer,Guest";""
"80";"0";"Traditional paintings";"33";"Culture & History paintings";"Step into our Traditional Paintings Collection, where timeless artistry meets soulful expression. Each piece in this curated selection reflects cultural richness, deep symbolism, and stories that have been passed through generations. From serene landscapes to classic portraits and myth-inspired scenes, every artwork captures a sense of heritage and grace that never fades with time.

This collection celebrates the beauty of tradition in a way that feels both familiar and refreshing. The colors, patterns, and themes evoke emotions of warmth, nostalgia, and connection — a reflection of artistry rooted in history yet designed for the modern art lover. Whether you’re exploring art to buy for your collection or simply admiring fine curated works, these paintings invite you to experience the enduring charm of traditional creativity.";"traditional";"Traditional paintings & Art Collection| Right Art Uk";"";"Discover timeless beauty in our Traditional Paintings Collection — a curated selection of cultural, emotional, and classic art pieces to buy online.";"";"";"";"Visitor,Customer,Guest";""
"81";"0";"Fashion paintings";"33";"Culture & History paintings";"Step into our Fashion Paintings collection, a space where creativity walks the runway. Each artwork in this curated selection captures the beauty, attitude, and spirit of fashion—turning moments of style into timeless visuals. Here, you’ll discover expressive portraits, elegant silhouettes, and statement pieces that celebrate individuality, confidence, and the artistry of dressing well.

This collection is more than just about trends—it’s about emotion, glamour, and storytelling. Every piece reflects the mood of high fashion, from bold and dramatic compositions to soft, graceful designs. Whether you’re drawn to modern runway vibes or classic couture-inspired themes, our Fashion Paintings bring a touch of sophistication and energy that speaks to every art lover.

Explore this thoughtfully curated collection to find artwork that embodies passion, personality, and the rhythm of style—perfect for anyone who appreciates the connection between art and fashion culture.";"fashion";"Fashion paintings & Art Collection| Right Art Uk";"";"Discover our Fashion Paintings collection—curated art celebrating style, confidence, and creativity for modern art lovers.";"";"";"";"Visitor,Customer,Guest";""
"82";"1";"Positive Emotions paintings";"34";"Emotions & Advocacy paintings";"Step into a world of warmth and inspiration with our Positive Emotions Paintings collection — a carefully curated selection designed to lift your spirit and brighten your day. Each artwork captures feelings of joy, peace, gratitude, and optimism through expressive colors and uplifting imagery. This collection is all about celebrating life’s beautiful moments and channeling happiness into visual form, offering art lovers a truly heartwarming experience.

Inside this collection, you’ll find diverse pieces that radiate energy, comfort, and harmony — from cheerful abstracts that burst with color to soothing landscapes and serene contemporary compositions. Every painting has been handpicked for its ability to spark positivity and emotional connection, turning simple visuals into meaningful experiences. Whether you’re exploring art to feel inspired or searching for something that reflects your joyful outlook, this collection brings together the best of modern, mood-boosting creativity.";"positive-emotions";"Positive Emotions paintings & Art Collection| Right Art Uk";"";"Discover the Positive Emotions Paintings collection – curated art that inspires joy, peace, and optimism through uplifting and heartwarming designs.";"";"";"";"Visitor,Customer,Guest";""
"83";"0";"Negative Emotions paintings";"34";"Emotions & Advocacy paintings";"Step into the Negative Emotions Paintings Collection – a powerful selection of artworks that explore the depth of human feeling. This curated collection captures the raw beauty hidden within sadness, anger, fear, and confusion. Each painting speaks in its own emotional language, inviting viewers to confront the darker sides of the mind with honesty and empathy.

Inside this collection, you’ll discover expressive, thought-provoking art that transforms pain into visual poetry. These works are not about gloom but about truth—reflecting inner struggles, vulnerability, and resilience through compelling color stories and emotional energy. Perfect for those who connect with the intensity of real emotions, this is where art becomes a mirror to the soul.

Thoughtfully curated for art lovers seeking meaningful, emotionally charged pieces, this collection invites you to explore and buy art that resonates on a deeper level. Experience a gallery where every piece has something to say—about loss, struggle, and ultimately, human strength.";"negative-emotions";"Negative Emotions paintings & Art Collection| Right Art Uk";"";"Explore curated negative emotions paintings – expressive, powerful art that captures the depth of human feeling and raw emotional beauty.";"";"";"";"Visitor,Customer,Guest";""
"84";"0";"Abstract Concepts paintings";"34";"Emotions & Advocacy paintings";"Step into the world of Abstract Concepts paintings, where imagination and emotion meet in powerful visual form. This curated art collection explores the beauty of shapes, colors, and movement beyond the limits of realism. Each artwork invites you to interpret it in your own way — evoking feelings of wonder, depth, and inspiration.

In this collection, you’ll discover pieces that celebrate modern creativity and thoughtful design. From bold color contrasts to subtle, flowing compositions, every painting tells a different story through abstraction. These works are carefully selected to spark curiosity and connection, offering a fresh perspective that transforms how you experience art.

Whether you’re an art lover seeking something expressive or a collector looking for unique, thought-provoking pieces, our Abstract Concepts collection brings together the best of contemporary art that speaks through emotion rather than detail. It’s a gallery of ideas, energy, and imagination — ready to inspire your senses.";"abstract-concepts";"Abstract Concepts paintings & Art Collection| Right Art Uk";"";"Explore our Abstract Concepts paintings — a curated art collection of expressive, modern works that inspire emotion and imagination.";"";"";"";"Visitor,Customer,Guest";""
"85";"0";"love paintings";"34";"Emotions & Advocacy paintings";"Step into the Love Paintings collection — a world where every artwork speaks the language of the heart. This curated collection brings together pieces that capture connection, tenderness, and emotion in their purest forms. Whether it’s the quiet warmth of two souls meeting or the passionate energy of romance, each painting tells a timeless story of affection and human bond.

Here, you’ll find expressive, heart-touching artworks that radiate feelings of closeness, nostalgia, and joy. Our love-themed art collection is thoughtfully chosen to inspire emotion and create an atmosphere of warmth and beauty. Every piece invites you to experience love in all its shades — from dreamy and poetic to bold and vibrant — making it a perfect destination for those who value meaning in art. Explore and find the artwork that resonates with your heart.";"love";"love paintings & Art Collection| Right Art Uk";"";"Discover love paintings that capture emotion, warmth, and connection in every brushstroke. A heartfelt curated art collection to inspire you.";"";"";"";"Visitor,Customer,Guest";""
"86";"1";"Relationship paintings";"34";"Emotions & Advocacy paintings";"Discover the beauty of human connection with our Relationship Paintings Collection — a heartfelt selection of artworks that capture love, trust, and togetherness in their purest forms. Each piece tells a unique story about bonds that shape our lives — from deep friendships and family moments to romantic relationships and soulful connections. This collection celebrates emotion, warmth, and the invisible threads that tie people to one another.

Every painting in this curated collection has been chosen to evoke feeling — the tenderness of shared memories, the joy of companionship, and the quiet strength found in unity. Whether it’s two figures intertwined in affection or subtle gestures that speak louder than words, these works invite viewers to reflect on their own experiences of closeness and care. Perfect for art lovers who value emotion-driven, meaningful art, this collection embodies the essence of connection through thoughtful curation and expressive design.";"relationship";"Relationship paintings & Art Collection| Right Art Uk";"";"Explore our Relationship Paintings Collection – curated artworks celebrating love, connection, and the beauty of human bonds.";"";"";"";"Visitor,Customer,Guest";""
"87";"0";"Loneliness paintings";"34";"Emotions & Advocacy paintings";"Step into a world of silence and depth with our Loneliness Paintings collection. Each artwork in this curated selection captures the raw beauty of solitude — moments where quiet reflection turns into emotional strength. These pieces are more than visual art; they speak to the soul, telling stories of longing, distance, and the quiet comfort of being alone. Whether it’s the soft hues of dusk or a solitary figure in an open space, every detail has been chosen to evoke empathy, thought, and connection.

This collection is thoughtfully crafted for art lovers who seek emotional storytelling through visuals. You’ll discover artworks that explore themes of introspection, melancholy, resilience, and peace — each piece carefully chosen for its power to move and inspire. Our Loneliness Paintings invite you to experience the beauty hidden in stillness and to find meaning in the emotions that connect us all.";"loneliness";"Loneliness paintings & Art Collection| Right Art Uk";"";"Explore our Loneliness Paintings collection — powerful, emotive artworks that capture solitude, reflection, and the quiet beauty of the human soul.";"";"";"";"Visitor,Customer,Guest";""
"88";"0";"Isolation paintings";"34";"Emotions & Advocacy paintings";"Step into the world of Isolation Paintings, a thoughtfully curated art collection that captures the quiet beauty of solitude and introspection. Each artwork in this collection invites you to pause, breathe, and feel the stillness that exists between moments. These pieces explore themes of distance, calm, and self-discovery—reflecting emotions that many of us experience but rarely express. Whether through minimalist compositions or deep emotional tones, these paintings create a space for reflection and connection.

In this collection, you’ll find art that celebrates the strength found in being alone—the kind of solitude that fuels creativity and peace. Every piece is carefully chosen to resonate with modern collectors looking for meaningful, emotive artwork that tells a story beyond the surface. If you love curated art collections that speak to your inner world, the Isolation Paintings are made to inspire and move you.";"isolation";"Isolation paintings & Art Collection| Right Art Uk";"";"Explore the Isolation Paintings collection – a curated selection of soulful, reflective art that captures the beauty and emotion of solitude.";"";"";"";"Visitor,Customer,Guest";""
"89";"0";"Art Therapy & Self-Care paintings";"34";"Emotions & Advocacy paintings";"Step into our Art Therapy & Self-Care collection — a calming space designed to soothe the mind and inspire emotional balance through art. Each piece in this curated selection reflects peace, reflection, and mindfulness, created to help you reconnect with yourself in today’s busy world. These artworks carry gentle tones, soft contrasts, and uplifting themes that evoke comfort, clarity, and inner calm.

In this collection, you’ll discover expressive abstracts, mood-soothing nature scenes, and emotion-driven portraits — all chosen for their ability to reduce stress and encourage self-discovery. Whether you’re drawn to peaceful landscapes or meditative color flows, each artwork in this mindful collection celebrates the healing side of creativity and the beauty of emotional release through art.

Every piece is thoughtfully curated for art lovers seeking more than decoration — it’s about finding emotional renewal, inner peace, and positive energy through visual storytelling. Experience the power of art as a form of self-care and let these paintings guide you toward tranquility and reflection.";"therapy-and-self-care";"Art Therapy & Self-Care paintings & Art Collection| Right Art Uk";"";"Explore our Art Therapy & Self-Care collection – curated art that inspires calm, healing, and mindful self-expression.";"";"";"";"Visitor,Customer,Guest";""
"90";"0";"Human Condition paintings";"34";"Emotions & Advocacy paintings";"Step into our Human Condition Paintings collection — a deeply curated selection that captures what it means to feel, hope, and endure. Each piece explores the emotions that shape our shared humanity — from quiet introspection and resilience to connection and longing. This collection brings together powerful visual stories that speak directly to the heart, inviting viewers to see fragments of their own journey reflected in the art.

These artworks are chosen for their emotional depth and universal themes. Whether it’s the tension of self-discovery, the beauty in vulnerability, or the complexity of human relationships, every piece in this collection tells a story that resonates beyond the canvas. Thoughtfully assembled for those who appreciate art with meaning and soul, our Human Condition Paintings are perfect for anyone seeking a curated art collection that explores life in all its raw, beautiful layers.";"human-condition";"Human Condition paintings & Art Collection| Right Art Uk";"";"Discover our Human Condition Paintings—an art collection exploring emotion, resilience, and connection through powerful, meaningful works.";"";"";"";"Visitor,Customer,Guest";""
"91";"1";"Identity & Gender paintings";"34";"Emotions & Advocacy paintings";"Step into the Identity & Gender collection — a powerful series of expressive artworks that explore how we see ourselves and others. Each piece in this curated art collection dives deep into the layers of personal identity, gender expression, and the fluid beauty of being human. The paintings tell visual stories of strength, transformation, and individuality — celebrating diversity, emotion, and authenticity in every stroke.

Inside this collection, you’ll find striking contemporary art that captures both vulnerability and confidence. Some pieces challenge social norms, while others reveal quiet self-discovery and acceptance. Together, they create an immersive experience that invites reflection and connection, appealing to those who value meaningful, conversation-starting art.

Perfect for collectors and art lovers who seek purpose-driven creativity, this collection highlights the courage to be seen and the art of self-expression. Discover thoughtfully curated works that mirror the evolving narratives of identity and gender in today’s world — art that feels alive, inclusive, and real.";"identity-and-gender";"Identity & Gender paintings & Art Collection| Right Art Uk";"";"Explore the Identity & Gender art collection — expressive, curated paintings celebrating diversity, self-expression, and the beauty of individuality.";"";"";"";"Visitor,Customer,Guest";""
"92";"1";"Social Advocacy paintings";"34";"Emotions & Advocacy paintings";"Step into our Social Advocacy Paintings collection — a space where art becomes a voice for change. Each piece in this curated collection is more than visual beauty; it’s a story, a stand, and a reflection of the world we live in. Here, you’ll find powerful works inspired by social justice, equality, human rights, environmental awareness, and collective empowerment. These paintings invite you to feel, think, and connect — turning awareness into emotion through bold expression and heartfelt creativity.

This thoughtfully curated art collection celebrates artists who use their craft to start conversations and inspire compassion. The mood is raw, emotional, and deeply human — perfect for art lovers who believe creativity can make a difference. Whether you’re drawn to visual storytelling or looking to support meaningful causes through art, this collection speaks directly to the heart and mind. Explore it to discover how art can become both beautiful and purposeful.";"social-advocacy";"Social Advocacy paintings & Art Collection| Right Art Uk";"";"Discover the Social Advocacy Paintings collection — curated art that inspires awareness, emotion, and change through powerful visual storytelling.";"";"";"";"Visitor,Customer,Guest";""
"93";"0";"Environmental Advocacy paintings";"34";"Emotions & Advocacy paintings";"Step into a curated collection where creativity meets purpose. Our Environmental Advocacy paintings tell powerful visual stories about the beauty of nature and the urgent need to protect it. Each artwork in this collection captures the delicate balance between humanity and the environment—lush forests, endangered wildlife, melting glaciers, and oceans in motion—inviting you to reflect on our planet’s shared future.

This collection isn’t just about art; it’s a call for awareness. These expressive pieces evoke emotions of hope, care, and responsibility. They are designed to inspire change, spark conversation, and connect art lovers who believe in sustainability and mindful living. Thoughtfully chosen for their depth and message, these paintings create an immersive experience that celebrates both creativity and conscience.

Explore this meaningful art collection to discover works that not only elevate your space visually but also empower your voice in supporting a greener, more compassionate world.";"environmental-advocacy";"Environmental Advocacy paintings & Art Collection| Right Art Uk";"";"Discover our Environmental Advocacy paintings – a curated art collection inspiring awareness, beauty, and change through powerful nature-focused art.";"";"";"";"Visitor,Customer,Guest";""
"94";"1";"Floral paintings";"35";"Nature paintings";"Step into a world where colors blossom and creativity comes alive with our Floral Paintings Collection. Each piece in this curated selection celebrates the timeless beauty of nature — from soft petals that whisper serenity to vibrant blooms that radiate joy. These artworks are thoughtfully chosen to capture the delicate balance between elegance and energy, offering art lovers a refreshing escape into the charm of nature’s garden.

Our floral art collection brings together diverse styles that express emotion, depth, and imagination. Whether you’re drawn to calming pastels or bold, expressive hues, every painting tells a story of growth, renewal, and connection. This collection is designed for those who appreciate art that feels alive — artwork that stirs emotion and transforms a simple moment into something poetic.

Explore the collection and discover how our carefully curated floral paintings can inspire your space and spark your senses — a true celebration of art and nature in perfect harmony.";"floral";"Floral paintings & Art Collection| Right Art Uk";"";"Discover our curated Floral Paintings Collection – expressive, nature-inspired artworks that celebrate beauty, emotion, and artistic harmony.";"";"";"";"Visitor,Customer,Guest";""
"95";"0";"Botanical paintings";"35";"Nature paintings";"Step into the serene world of Botanical Paintings, where nature’s beauty takes center stage. This curated art collection celebrates the quiet magic of leaves, flowers, and lush greenery, transformed into timeless pieces that bring calm and connection to every viewer. Each artwork captures the elegance of nature’s patterns, offering a visual escape that feels alive with color, texture, and harmony.

In this collection, you’ll find thoughtfully chosen botanical-themed pieces inspired by gardens, forests, and wild blooms. These artworks are crafted to evoke freshness, balance, and renewal—perfect for those who appreciate the art of simplicity and natural wonder. Whether you’re exploring to buy art that soothes the soul or looking for a handpicked art collection that radiates organic beauty, our Botanical Paintings selection invites you to slow down and reconnect with nature’s quiet poetry.";"botanical";"Botanical paintings & Art Collection| Right Art Uk";"";"Discover curated botanical paintings that capture nature’s beauty with elegance and warmth. Explore and buy art inspired by leaves, flowers, and greenery.";"";"";"";"Visitor,Customer,Guest";""
"96";"0";"Tropical paintings";"35";"Nature paintings";"Step into a world of color, warmth, and pure island energy with our Tropical Paintings Collection. Each artwork in this curated selection captures the essence of paradise — from lush palm trees and turquoise waters to golden sunsets and vibrant botanicals. These paintings are designed to bring the rhythm of the tropics to life, blending vivid hues and dreamy compositions that instantly lift the mood.

This collection celebrates the beauty, freedom, and serenity of tropical landscapes. Whether it’s the calm of ocean waves or the playfulness of exotic flora, every piece tells a story of wanderlust and sunshine. Carefully chosen by our curators, these artworks invite you to feel the breeze, the brightness, and the joy of island living — all through color and imagination.

Explore and discover your perfect piece in this exclusive tropical art collection, where every brushstroke is infused with summer spirit and the timeless charm of the tropics.";"tropical";"Tropical paintings & Art Collection| Right Art Uk";"";"Discover our Tropical Paintings Collection — a curated selection of vibrant, mood-lifting art inspired by paradise and island energy.";"";"";"";"Visitor,Customer,Guest";""
"97";"0";"Jungle paintings";"35";"Nature paintings";"Step into a world where nature’s mystery and beauty come alive through our Jungle Paintings Collection. This curated selection celebrates the raw, untamed spirit of the wild—lush greens, hidden creatures, and the rhythm of untouched landscapes. Each artwork captures the feeling of adventure and calm that only the jungle can bring, offering a glimpse into a world full of energy, harmony, and life.

Within this collection, you’ll find diverse interpretations of jungle life—from dense canopies and tropical flora to majestic wildlife and serene forest moods. Every piece has been thoughtfully chosen to evoke emotion and connection, helping art lovers experience the magic of nature through expressive visuals. Perfect for collectors and anyone drawn to the beauty of natural environments, this collection is a celebration of creativity, freedom, and the wonder of the wild.

Explore and buy from our carefully curated art collection today to discover jungle-inspired artworks that speak to your soul and imagination.";"jungle";"Jungle paintings & Art Collection| Right Art Uk";"";"Discover our Jungle Paintings Collection – a curated selection of art inspired by wild nature, lush forests, and the spirit of adventure.";"";"";"";"Visitor,Customer,Guest";""
"98";"0";"Forest paintings";"35";"Nature paintings";"Step into the peaceful world of forest art with our thoughtfully curated Forest Paintings collection. Each piece captures the quiet strength and natural beauty of wooded landscapes — from sunlit paths and misty mornings to deep green canopies alive with hidden life. These artworks are designed to evoke calm, reflection, and a sense of connection with nature’s rhythm. Whether you’re drawn to serene forest glades or mysterious twilight woods, this collection offers a wide range of styles that celebrate the timeless charm of trees, light, and shadow.

Our Forest Paintings collection brings together expressive pieces from talented artists who share a passion for nature’s soul. Each artwork has been carefully selected for its emotional depth and visual harmony, making it easy for art lovers to find something that truly resonates. Explore this curated art collection to discover paintings that inspire peace, imagination, and a deeper appreciation for the natural world — a perfect choice for anyone looking to buy art that feels both grounded and uplifting.";"forest";"Forest paintings & Art Collection| Right Art Uk";"";"Explore our curated Forest Paintings collection — calming, nature-inspired artworks that capture the beauty, mystery, and soul of the woods.";"";"";"";"Visitor,Customer,Guest";""
"99";"0";"Woods paintings";"35";"Nature paintings";"Step into the calm and timeless beauty of nature with our Woods Paintings Collection. This curated selection captures the peaceful spirit of forests, tall trees, soft light, and the sense of stillness that only nature can offer. Each artwork in this collection reflects the depth and mystery of wooded landscapes—inviting you to experience serenity, nostalgia, and wonder through the artist’s unique perspective.

Inside this collection, you’ll discover an inspiring range of forest scenes: from misty woodland paths to golden autumn leaves and tranquil green canopies. Every piece has been thoughtfully chosen to bring out the emotional connection between humans and nature—evoking calm, grounding energy, and quiet reflection. Whether you’re exploring art to buy online or looking for a curated art collection that speaks to the soul, these woods-themed artworks tell stories of peace, depth, and natural harmony.

Find your moment of stillness in this serene collection, where the magic of the woods comes to life through art made to be felt and remembered.";"woods";"Woods paintings & Art Collection| Right Art Uk";"";"Explore our Woods Paintings Collection—curated forest-inspired art that captures nature’s calm, mystery, and beauty. Buy serene artworks online";"";"";"";"Visitor,Customer,Guest";""
"100";"1";"Tree paintings";"35";"Nature paintings";"Step into the calm and soulful world of our Tree Paintings Collection, where nature’s timeless beauty meets artistic expression. This curated selection captures the strength, serenity, and mystery of trees through a variety of styles and moods — from peaceful forest scenes to bold, abstract interpretations. Each piece tells a quiet story of growth, connection, and balance, inviting viewers to pause and feel a deeper link with the natural world.

In this collection, you’ll find artwork that celebrates trees in every form — lush green canopies, golden autumn paths, or minimal silhouettes that highlight nature’s simplicity. Every painting has been thoughtfully chosen to bring a sense of peace and renewal to your space, whether you’re drawn to vibrant colors or subtle, earthy tones. Perfect for art lovers who appreciate nature-inspired themes and meaningful, expressive visuals, this collection offers something truly special for those seeking art with soul and harmony.";"tree";"Tree paintings & Art Collection| Right Art Uk";"";"Explore our Tree Paintings Collection – a curated selection of nature-inspired art celebrating the beauty, calm, and spirit of trees.";"";"";"";"Visitor,Customer,Guest";""
"101";"1";"Seasons paintings";"35";"Nature paintings";"Step into the rhythm of nature with our Seasons Paintings Collection, where every artwork tells a story of time, color, and emotion. This thoughtfully curated selection captures the essence of spring’s awakening blooms, the golden calm of summer, the cozy charm of autumn, and the quiet grace of winter. Each piece reflects the shifting moods of the year—vibrant, tranquil, nostalgic, or full of renewal—inviting you to feel the beauty of every passing moment.

Inside this collection, you’ll find a blend of contemporary and timeless art that embodies the spirit of the seasons. Whether you’re drawn to bright floral landscapes, misty forest scenes, or abstract interpretations of seasonal energy, these pieces are designed to connect heart and atmosphere. Perfect for collectors and art lovers seeking curated seasonal artwork that inspires, soothes, and tells the story of nature’s endless cycle.";"seasons";"Seasons paintings & Art Collection| Right Art Uk";"";"Explore our Seasons Paintings Collection – curated seasonal art that captures nature’s beauty through color, emotion, and timeless design.";"";"";"";"Visitor,Customer,Guest";""
"102";"0";"Cloud paintings";"35";"Nature paintings";"Step into the dreamy world of our Cloud Paintings Collection, where art meets emotion in the softest and most inspiring way. Each piece captures the beauty of skies in motion — from peaceful dawns to dramatic twilight clouds — bringing a sense of calm, wonder, and imagination to your space. This curated collection celebrates the serenity and power of nature above us, designed to evoke reflection and lightness with every glance.

In this collection, you’ll find a diverse range of cloud-inspired artworks that highlight the endless forms and moods of the sky. Some pieces radiate gentle warmth and hope, while others capture the breathtaking mystery of storms and sunsets. Every painting is handpicked for its ability to transport you into a moment of stillness — where time slows, and your thoughts drift freely. Whether you’re exploring art that feels tranquil or expressive, our Cloud Paintings are a reminder of beauty that’s always just above us.";"cloud";"Cloud paintings & Art Collection| Right Art Uk";"";"Explore our Cloud Paintings Collection — a curated selection of sky-inspired art that captures emotion, calm, and the beauty of nature above.";"";"";"";"Visitor,Customer,Guest";""
"103";"0";"Nature Elements paintings";"35";"Nature paintings";"Step into a world where art meets the spirit of nature. Our Nature Elements paintings collection brings together handpicked artworks that celebrate the raw power and calm beauty of the natural world. Each piece captures the rhythm of wind, the stillness of water, the glow of sunlight, and the strength of the earth — blending organic tones and flowing forms to evoke a sense of harmony and peace.

Inside this thoughtfully curated collection, you’ll find diverse interpretations of landscapes, trees, oceans, skies, and other elemental wonders — all created to connect you with the essence of nature. Whether it’s the soft hues of dawn or the dramatic energy of a storm, every artwork tells a story that reminds us of our bond with the planet. Perfect for art lovers looking to buy expressive, nature-inspired art that stirs emotion and inspires mindfulness, this collection reflects the beauty of life in its purest form.";"nature-elements";"Nature Elements paintings & Art Collection| Right Art Uk";"";"Discover the Nature Elements paintings collection – a curated selection of nature-inspired art celebrating earth, sky, and water in stunning harmony.";"";"";"";"Visitor,Customer,Guest";""
"104";"1";"Natural Phenomena paintings";"35";"Nature paintings";"Step into the awe-inspiring world of Natural Phenomena paintings, where each artwork captures the magic, movement, and mystery of our planet’s most breathtaking moments. This curated art collection brings together stunning visuals inspired by the forces of nature — from luminous skies and dramatic storms to tranquil sunsets, cascading waterfalls, and glowing auroras. Every piece tells a story of balance between chaos and calm, inviting you to feel the energy and serenity that only nature can evoke.

In this collection, you’ll find paintings that celebrate the rhythm of the earth — shifting clouds, waves in motion, fire’s radiant glow, and the quiet majesty of mountains and skies. Perfect for those who love expressive, nature-inspired art, these works are chosen for their emotional depth and visual harmony. Whether you’re drawn to the power of a thunderstorm or the peace of a misty horizon, this collection offers a curated experience that connects you deeply to the natural world through art.";"natural-phenomena";"Natural Phenomena paintings & Art Collection| Right Art Uk";"";"Explore Natural Phenomena paintings – a curated art collection capturing nature’s beauty, power, and emotion. Buy unique nature-inspired art online.";"";"";"";"Visitor,Customer,Guest";""
